Servicio,Modelo,Año,Versión,Pestaña,Categoría,Características ,Url_Cta,Url Imagen
CONNECT SERVICES,Pathfinder,2023,Platinum 4WD,Servicios,Conveniencia,Arranque/ Apagado remoto de motor,,"https://ms-prd-nna.use.mediaserver.heliosnissan.net/iris/iris?vehicle=8_R53&resp=png&bkgnd=transparent&pov=E01&w=5781&h=5370&x=1719&y=1481&height=250&width=660&paint=YBK&fabric=G&brand=nisnna&sa=1_T,2_LJ,4_A,5_L,6_E,7_2,11_D,12_7,13_8,16_A,17_D,SHADOW_ON,PI_ON,PE_ON,2026&imwidth=3886"
CONNECT SERVICES,Pathfinder,2023,Platinum 4WD,Servicios,Conveniencia,Luces destelladas y bocina remoto,,"https://ms-prd-nna.use.mediaserver.heliosnissan.net/iris/iris?vehicle=8_R53&resp=png&bkgnd=transparent&pov=E01&w=5781&h=5370&x=1719&y=1481&height=250&width=660&paint=YBK&fabric=G&brand=nisnna&sa=1_T,2_LJ,4_A,5_L,6_E,7_2,11_D,12_7,13_8,16_A,17_D,SHADOW_ON,PI_ON,PE_ON,2026&imwidth=3887"
CONNECT SERVICES,Pathfinder,2023,Platinum 4WD,Servicios,Conveniencia,Localizar mi vehículo,,"https://ms-prd-nna.use.mediaserver.heliosnissan.net/iris/iris?vehicle=8_R53&resp=png&bkgnd=transparent&pov=E01&w=5781&h=5370&x=1719&y=1481&height=250&width=660&paint=YBK&fabric=G&brand=nisnna&sa=1_T,2_LJ,4_A,5_L,6_E,7_2,11_D,12_7,13_8,16_A,17_D,SHADOW_ON,PI_ON,PE_ON,2026&imwidth=3888"
CONNECT SERVICES,Pathfinder,2023,Platinum 4WD,Servicios,Conveniencia,Estado remoto de mi vehículo,,"https://ms-prd-nna.use.mediaserver.heliosnissan.net/iris/iris?vehicle=8_R53&resp=png&bkgnd=transparent&pov=E01&w=5781&h=5370&x=1719&y=1481&height=250&width=660&paint=YBK&fabric=G&brand=nisnna&sa=1_T,2_LJ,4_A,5_L,6_E,7_2,11_D,12_7,13_8,16_A,17_D,SHADOW_ON,PI_ON,PE_ON,2026&imwidth=3889"
CONNECT SERVICES,Pathfinder,2023,Platinum 4WD,Servicios,Conveniencia,Borrado remoto de datos,,"https://ms-prd-nna.use.mediaserver.heliosnissan.net/iris/iris?vehicle=8_R53&resp=png&bkgnd=transparent&pov=E01&w=5781&h=5370&x=1719&y=1481&height=250&width=660&paint=YBK&fabric=G&brand=nisnna&sa=1_T,2_LJ,4_A,5_L,6_E,7_2,11_D,12_7,13_8,16_A,17_D,SHADOW_ON,PI_ON,PE_ON,2026&imwidth=3890"
CONNECT SERVICES,Pathfinder,2023,Platinum 4WD,Servicios,Conveniencia,Nissan Concierge,,"https://ms-prd-nna.use.mediaserver.heliosnissan.net/iris/iris?vehicle=8_R53&resp=png&bkgnd=transparent&pov=E01&w=5781&h=5370&x=1719&y=1481&height=250&width=660&paint=YBK&fabric=G&brand=nisnna&sa=1_T,2_LJ,4_A,5_L,6_E,7_2,11_D,12_7,13_8,16_A,17_D,SHADOW_ON,PI_ON,PE_ON,2026&imwidth=3891"
CONNECT SERVICES,Pathfinder,2023,Platinum 4WD,Servicios,Conveniencia,Envío de destino al vehículo*,,"https://ms-prd-nna.use.mediaserver.heliosnissan.net/iris/iris?vehicle=8_R53&resp=png&bkgnd=transparent&pov=E01&w=5781&h=5370&x=1719&y=1481&height=250&width=660&paint=YBK&fabric=G&brand=nisnna&sa=1_T,2_LJ,4_A,5_L,6_E,7_2,11_D,12_7,13_8,16_A,17_D,SHADOW_ON,PI_ON,PE_ON,2026&imwidth=3892"
CONNECT SERVICES,Pathfinder,2023,Platinum 4WD,Servicios,Conveniencia,Asistente de destino*,,"https://ms-prd-nna.use.mediaserver.heliosnissan.net/iris/iris?vehicle=8_R53&resp=png&bkgnd=transparent&pov=E01&w=5781&h=5370&x=1719&y=1481&height=250&width=660&paint=YBK&fabric=G&brand=nisnna&sa=1_T,2_LJ,4_A,5_L,6_E,7_2,11_D,12_7,13_8,16_A,17_D,SHADOW_ON,PI_ON,PE_ON,2026&imwidth=3893"
CONNECT SERVICES,Pathfinder,2023,Platinum 4WD,Servicios,Conveniencia,Navegación puerta a puerta*,,"https://ms-prd-nna.use.mediaserver.heliosnissan.net/iris/iris?vehicle=8_R53&resp=png&bkgnd=transparent&pov=E01&w=5781&h=5370&x=1719&y=1481&height=250&width=660&paint=YBK&fabric=G&brand=nisnna&sa=1_T,2_LJ,4_A,5_L,6_E,7_2,11_D,12_7,13_8,16_A,17_D,SHADOW_ON,PI_ON,PE_ON,2026&imwidth=3894"
CONNECT SERVICES,Pathfinder,2023,Platinum 4WD,Servicios,Conveniencia,Planificador de viaje*,,"https://ms-prd-nna.use.mediaserver.heliosnissan.net/iris/iris?vehicle=8_R53&resp=png&bkgnd=transparent&pov=E01&w=5781&h=5370&x=1719&y=1481&height=250&width=660&paint=YBK&fabric=G&brand=nisnna&sa=1_T,2_LJ,4_A,5_L,6_E,7_2,11_D,12_7,13_8,16_A,17_D,SHADOW_ON,PI_ON,PE_ON,2026&imwidth=3895"
CONNECT SERVICES,Pathfinder,2023,Platinum 4WD,Servicios,Conveniencia,Control de clima remoto,,"https://ms-prd-nna.use.mediaserver.heliosnissan.net/iris/iris?vehicle=8_R53&resp=png&bkgnd=transparent&pov=E01&w=5781&h=5370&x=1719&y=1481&height=250&width=660&paint=YBK&fabric=G&brand=nisnna&sa=1_T,2_LJ,4_A,5_L,6_E,7_2,11_D,12_7,13_8,16_A,17_D,SHADOW_ON,PI_ON,PE_ON,2026&imwidth=3896"
CONNECT SERVICES,Pathfinder,2023,Platinum 4WD,Servicios,Premium,Paquetes de seguridad + Conveniencia + Select,,"https://ms-prd-nna.use.mediaserver.heliosnissan.net/iris/iris?vehicle=8_R53&resp=png&bkgnd=transparent&pov=E01&w=5781&h=5370&x=1719&y=1481&height=250&width=660&paint=YBK&fabric=G&brand=nisnna&sa=1_T,2_LJ,4_A,5_L,6_E,7_2,11_D,12_7,13_8,16_A,17_D,SHADOW_ON,PI_ON,PE_ON,2026&imwidth=3897"
CONNECT SERVICES,Pathfinder,2023,Platinum 4WD,Manuales Y Guías,Manuales Y Guías,Manual Y Guía De Nissan Pathfinder 2021,,"https://ms-prd-nna.use.mediaserver.heliosnissan.net/iris/iris?vehicle=8_R53&resp=png&bkgnd=transparent&pov=E01&w=5781&h=5370&x=1719&y=1481&height=250&width=660&paint=YBK&fabric=G&brand=nisnna&sa=1_T,2_LJ,4_A,5_L,6_E,7_2,11_D,12_7,13_8,16_A,17_D,SHADOW_ON,PI_ON,PE_ON,2026&imwidth=3854"
CONNECT SERVICES,Pathfinder,2023,Platinum 4WD,Manuales Y Guías,Rescue Sheet,Rescue Sheet De Nissan Pathfinder 2021,,"https://ms-prd-nna.use.mediaserver.heliosnissan.net/iris/iris?vehicle=8_R53&resp=png&bkgnd=transparent&pov=E01&w=5781&h=5370&x=1719&y=1481&height=250&width=660&paint=YBK&fabric=G&brand=nisnna&sa=1_T,2_LJ,4_A,5_L,6_E,7_2,11_D,12_7,13_8,16_A,17_D,SHADOW_ON,PI_ON,PE_ON,2026&imwidth=3855"
CONNECT SERVICES,Pathfinder,2023,Platinum 4WD,Manuales Y Guías,Manuales De Navegación.,Manuales De Navegación De Nissan Pathfinder 2021,,"https://ms-prd-nna.use.mediaserver.heliosnissan.net/iris/iris?vehicle=8_R53&resp=png&bkgnd=transparent&pov=E01&w=5781&h=5370&x=1719&y=1481&height=250&width=660&paint=YBK&fabric=G&brand=nisnna&sa=1_T,2_LJ,4_A,5_L,6_E,7_2,11_D,12_7,13_8,16_A,17_D,SHADOW_ON,PI_ON,PE_ON,2026&imwidth=3856"
CONNECT SERVICES,Pathfinder,2024,Exclusive,Servicios,Select,Bloqueo / desbloqueo remoto de puertas,,"https://ms-prd-nna.use.mediaserver.heliosnissan.net/iris/iris?vehicle=8_R53&resp=png&bkgnd=transparent&pov=E01&w=5781&h=5370&x=1719&y=1481&height=250&width=660&paint=YBK&fabric=G&brand=nisnna&sa=1_T,2_LJ,4_A,5_L,6_E,7_2,11_D,12_7,13_8,16_A,17_D,SHADOW_ON,PI_ON,PE_ON,2026&imwidth=3857"
CONNECT SERVICES,Pathfinder,2024,Exclusive,Servicios,Select,Alerta de mantenimiento,,"https://ms-prd-nna.use.mediaserver.heliosnissan.net/iris/iris?vehicle=8_R53&resp=png&bkgnd=transparent&pov=E01&w=5781&h=5370&x=1719&y=1481&height=250&width=660&paint=YBK&fabric=G&brand=nisnna&sa=1_T,2_LJ,4_A,5_L,6_E,7_2,11_D,12_7,13_8,16_A,17_D,SHADOW_ON,PI_ON,PE_ON,2026&imwidth=3858"
CONNECT SERVICES,Pathfinder,2024,Exclusive,Servicios,Select,Notificación Mantenimiento Preventivo,,"https://ms-prd-nna.use.mediaserver.heliosnissan.net/iris/iris?vehicle=8_R53&resp=png&bkgnd=transparent&pov=E01&w=5781&h=5370&x=1719&y=1481&height=250&width=660&paint=YBK&fabric=G&brand=nisnna&sa=1_T,2_LJ,4_A,5_L,6_E,7_2,11_D,12_7,13_8,16_A,17_D,SHADOW_ON,PI_ON,PE_ON,2026&imwidth=3859"
CONNECT SERVICES,Pathfinder,2024,Exclusive,Servicios,Select,Mensaje enviado al vehículo,,"https://ms-prd-nna.use.mediaserver.heliosnissan.net/iris/iris?vehicle=8_R53&resp=png&bkgnd=transparent&pov=E01&w=5781&h=5370&x=1719&y=1481&height=250&width=660&paint=YBK&fabric=G&brand=nisnna&sa=1_T,2_LJ,4_A,5_L,6_E,7_2,11_D,12_7,13_8,16_A,17_D,SHADOW_ON,PI_ON,PE_ON,2026&imwidth=3860"
CONNECT SERVICES,Pathfinder,2024,Exclusive,Servicios,Select,Actualizaciones Over-The-Air,,"https://ms-prd-nna.use.mediaserver.heliosnissan.net/iris/iris?vehicle=8_R53&resp=png&bkgnd=transparent&pov=E01&w=5781&h=5370&x=1719&y=1481&height=250&width=660&paint=YBK&fabric=G&brand=nisnna&sa=1_T,2_LJ,4_A,5_L,6_E,7_2,11_D,12_7,13_8,16_A,17_D,SHADOW_ON,PI_ON,PE_ON,2026&imwidth=3861"
CONNECT SERVICES,Pathfinder,2024,Exclusive,Servicios,Select,Llamada de asistencia desde APP,,"https://ms-prd-nna.use.mediaserver.heliosnissan.net/iris/iris?vehicle=8_R53&resp=png&bkgnd=transparent&pov=E01&w=5781&h=5370&x=1719&y=1481&height=250&width=660&paint=YBK&fabric=G&brand=nisnna&sa=1_T,2_LJ,4_A,5_L,6_E,7_2,11_D,12_7,13_8,16_A,17_D,SHADOW_ON,PI_ON,PE_ON,2026&imwidth=3862"
CONNECT SERVICES,Pathfinder,2024,Exclusive,Servicios,Select,Vista Mapa*,,"https://ms-prd-nna.use.mediaserver.heliosnissan.net/iris/iris?vehicle=8_R53&resp=png&bkgnd=transparent&pov=E01&w=5781&h=5370&x=1719&y=1481&height=250&width=660&paint=YBK&fabric=G&brand=nisnna&sa=1_T,2_LJ,4_A,5_L,6_E,7_2,11_D,12_7,13_8,16_A,17_D,SHADOW_ON,PI_ON,PE_ON,2026&imwidth=3863"
CONNECT SERVICES,Pathfinder,2024,Exclusive,Servicios,Select,Vista Satélite*,,"https://ms-prd-nna.use.mediaserver.heliosnissan.net/iris/iris?vehicle=8_R53&resp=png&bkgnd=transparent&pov=E01&w=5781&h=5370&x=1719&y=1481&height=250&width=660&paint=YBK&fabric=G&brand=nisnna&sa=1_T,2_LJ,4_A,5_L,6_E,7_2,11_D,12_7,13_8,16_A,17_D,SHADOW_ON,PI_ON,PE_ON,2026&imwidth=3864"
CONNECT SERVICES,Pathfinder,2024,Exclusive,Servicios,Select,Destinos by google*,,"https://ms-prd-nna.use.mediaserver.heliosnissan.net/iris/iris?vehicle=8_R53&resp=png&bkgnd=transparent&pov=E01&w=5781&h=5370&x=1719&y=1481&height=250&width=660&paint=YBK&fabric=G&brand=nisnna&sa=1_T,2_LJ,4_A,5_L,6_E,7_2,11_D,12_7,13_8,16_A,17_D,SHADOW_ON,PI_ON,PE_ON,2026&imwidth=3865"
CONNECT SERVICES,Pathfinder,2024,Exclusive,Servicios,Select,Búsqueda Conectada*,,"https://ms-prd-nna.use.mediaserver.heliosnissan.net/iris/iris?vehicle=8_R53&resp=png&bkgnd=transparent&pov=E01&w=5781&h=5370&x=1719&y=1481&height=250&width=660&paint=YBK&fabric=G&brand=nisnna&sa=1_T,2_LJ,4_A,5_L,6_E,7_2,11_D,12_7,13_8,16_A,17_D,SHADOW_ON,PI_ON,PE_ON,2026&imwidth=3866"
CONNECT SERVICES,Pathfinder,2024,Exclusive,Servicios,Select,Actualización de mapas Over-The-Air*,,"https://ms-prd-nna.use.mediaserver.heliosnissan.net/iris/iris?vehicle=8_R53&resp=png&bkgnd=transparent&pov=E01&w=5781&h=5370&x=1719&y=1481&height=250&width=660&paint=YBK&fabric=G&brand=nisnna&sa=1_T,2_LJ,4_A,5_L,6_E,7_2,11_D,12_7,13_8,16_A,17_D,SHADOW_ON,PI_ON,PE_ON,2026&imwidth=3867"
CONNECT SERVICES,Pathfinder,2024,Exclusive,Servicios,Select,Premium Traffic*,,"https://ms-prd-nna.use.mediaserver.heliosnissan.net/iris/iris?vehicle=8_R53&resp=png&bkgnd=transparent&pov=E01&w=5781&h=5370&x=1719&y=1481&height=250&width=660&paint=YBK&fabric=G&brand=nisnna&sa=1_T,2_LJ,4_A,5_L,6_E,7_2,11_D,12_7,13_8,16_A,17_D,SHADOW_ON,PI_ON,PE_ON,2026&imwidth=3868"
CONNECT SERVICES,Pathfinder,2024,Exclusive,Servicios,Select,TomTom Weather*,,"https://ms-prd-nna.use.mediaserver.heliosnissan.net/iris/iris?vehicle=8_R53&resp=png&bkgnd=transparent&pov=E01&w=5781&h=5370&x=1719&y=1481&height=250&width=660&paint=YBK&fabric=G&brand=nisnna&sa=1_T,2_LJ,4_A,5_L,6_E,7_2,11_D,12_7,13_8,16_A,17_D,SHADOW_ON,PI_ON,PE_ON,2026&imwidth=3869"
CONNECT SERVICES,Pathfinder,2024,Exclusive,Servicios,Select,Conductor adicional,,"https://ms-prd-nna.use.mediaserver.heliosnissan.net/iris/iris?vehicle=8_R53&resp=png&bkgnd=transparent&pov=E01&w=5781&h=5370&x=1719&y=1481&height=250&width=660&paint=YBK&fabric=G&brand=nisnna&sa=1_T,2_LJ,4_A,5_L,6_E,7_2,11_D,12_7,13_8,16_A,17_D,SHADOW_ON,PI_ON,PE_ON,2026&imwidth=3870"
CONNECT SERVICES,Pathfinder,2024,Exclusive,Servicios,Select,Asistente de Google,,"https://ms-prd-nna.use.mediaserver.heliosnissan.net/iris/iris?vehicle=8_R53&resp=png&bkgnd=transparent&pov=E01&w=5781&h=5370&x=1719&y=1481&height=250&width=660&paint=YBK&fabric=G&brand=nisnna&sa=1_T,2_LJ,4_A,5_L,6_E,7_2,11_D,12_7,13_8,16_A,17_D,SHADOW_ON,PI_ON,PE_ON,2026&imwidth=3871"
CONNECT SERVICES,Pathfinder,2024,Exclusive,Servicios,Select,Google Play,,"https://ms-prd-nna.use.mediaserver.heliosnissan.net/iris/iris?vehicle=8_R53&resp=png&bkgnd=transparent&pov=E01&w=5781&h=5370&x=1719&y=1481&height=250&width=660&paint=YBK&fabric=G&brand=nisnna&sa=1_T,2_LJ,4_A,5_L,6_E,7_2,11_D,12_7,13_8,16_A,17_D,SHADOW_ON,PI_ON,PE_ON,2026&imwidth=3872"
CONNECT SERVICES,Pathfinder,2024,Exclusive,Servicios,Select,Google Maps,,"https://ms-prd-nna.use.mediaserver.heliosnissan.net/iris/iris?vehicle=8_R53&resp=png&bkgnd=transparent&pov=E01&w=5781&h=5370&x=1719&y=1481&height=250&width=660&paint=YBK&fabric=G&brand=nisnna&sa=1_T,2_LJ,4_A,5_L,6_E,7_2,11_D,12_7,13_8,16_A,17_D,SHADOW_ON,PI_ON,PE_ON,2026&imwidth=3873"
CONNECT SERVICES,Pathfinder,2024,Exclusive,Servicios,Select,Recordatorio de bloqueo,,"https://ms-prd-nna.use.mediaserver.heliosnissan.net/iris/iris?vehicle=8_R53&resp=png&bkgnd=transparent&pov=E01&w=5781&h=5370&x=1719&y=1481&height=250&width=660&paint=YBK&fabric=G&brand=nisnna&sa=1_T,2_LJ,4_A,5_L,6_E,7_2,11_D,12_7,13_8,16_A,17_D,SHADOW_ON,PI_ON,PE_ON,2026&imwidth=3874"
CONNECT SERVICES,Pathfinder,2024,Exclusive,Servicios,Select,Radio híbrido,,"https://ms-prd-nna.use.mediaserver.heliosnissan.net/iris/iris?vehicle=8_R53&resp=png&bkgnd=transparent&pov=E01&w=5781&h=5370&x=1719&y=1481&height=250&width=660&paint=YBK&fabric=G&brand=nisnna&sa=1_T,2_LJ,4_A,5_L,6_E,7_2,11_D,12_7,13_8,16_A,17_D,SHADOW_ON,PI_ON,PE_ON,2026&imwidth=3875"
CONNECT SERVICES,Pathfinder,2024,Exclusive,Servicios,Seguridad,Notificación automática de colisión (ACN),,"https://ms-prd-nna.use.mediaserver.heliosnissan.net/iris/iris?vehicle=8_R53&resp=png&bkgnd=transparent&pov=E01&w=5781&h=5370&x=1719&y=1481&height=250&width=660&paint=YBK&fabric=G&brand=nisnna&sa=1_T,2_LJ,4_A,5_L,6_E,7_2,11_D,12_7,13_8,16_A,17_D,SHADOW_ON,PI_ON,PE_ON,2026&imwidth=3876"
CONNECT SERVICES,Pathfinder,2024,Exclusive,Servicios,Seguridad,Llamada de emergencia,,"https://ms-prd-nna.use.mediaserver.heliosnissan.net/iris/iris?vehicle=8_R53&resp=png&bkgnd=transparent&pov=E01&w=5781&h=5370&x=1719&y=1481&height=250&width=660&paint=YBK&fabric=G&brand=nisnna&sa=1_T,2_LJ,4_A,5_L,6_E,7_2,11_D,12_7,13_8,16_A,17_D,SHADOW_ON,PI_ON,PE_ON,2026&imwidth=3877"
CONNECT SERVICES,Pathfinder,2024,Exclusive,Servicios,Seguridad,Conexión con asistencia vial,,"https://ms-prd-nna.use.mediaserver.heliosnissan.net/iris/iris?vehicle=8_R53&resp=png&bkgnd=transparent&pov=E01&w=5781&h=5370&x=1719&y=1481&height=250&width=660&paint=YBK&fabric=G&brand=nisnna&sa=1_T,2_LJ,4_A,5_L,6_E,7_2,11_D,12_7,13_8,16_A,17_D,SHADOW_ON,PI_ON,PE_ON,2026&imwidth=3878"
CONNECT SERVICES,Pathfinder,2024,Exclusive,Servicios,Seguridad,Notificación de alarma,,"https://ms-prd-nna.use.mediaserver.heliosnissan.net/iris/iris?vehicle=8_R53&resp=png&bkgnd=transparent&pov=E01&w=5781&h=5370&x=1719&y=1481&height=250&width=660&paint=YBK&fabric=G&brand=nisnna&sa=1_T,2_LJ,4_A,5_L,6_E,7_2,11_D,12_7,13_8,16_A,17_D,SHADOW_ON,PI_ON,PE_ON,2026&imwidth=3879"
CONNECT SERVICES,Pathfinder,2024,Exclusive,Servicios,Seguridad,Geocercas,,"https://ms-prd-nna.use.mediaserver.heliosnissan.net/iris/iris?vehicle=8_R53&resp=png&bkgnd=transparent&pov=E01&w=5781&h=5370&x=1719&y=1481&height=250&width=660&paint=YBK&fabric=G&brand=nisnna&sa=1_T,2_LJ,4_A,5_L,6_E,7_2,11_D,12_7,13_8,16_A,17_D,SHADOW_ON,PI_ON,PE_ON,2026&imwidth=3880"
CONNECT SERVICES,Pathfinder,2024,Exclusive,Servicios,Seguridad,Alerta de Valet,,"https://ms-prd-nna.use.mediaserver.heliosnissan.net/iris/iris?vehicle=8_R53&resp=png&bkgnd=transparent&pov=E01&w=5781&h=5370&x=1719&y=1481&height=250&width=660&paint=YBK&fabric=G&brand=nisnna&sa=1_T,2_LJ,4_A,5_L,6_E,7_2,11_D,12_7,13_8,16_A,17_D,SHADOW_ON,PI_ON,PE_ON,2026&imwidth=3881"
CONNECT SERVICES,Pathfinder,2024,Exclusive,Servicios,Seguridad,Alerta de velocidad,,"https://ms-prd-nna.use.mediaserver.heliosnissan.net/iris/iris?vehicle=8_R53&resp=png&bkgnd=transparent&pov=E01&w=5781&h=5370&x=1719&y=1481&height=250&width=660&paint=YBK&fabric=G&brand=nisnna&sa=1_T,2_LJ,4_A,5_L,6_E,7_2,11_D,12_7,13_8,16_A,17_D,SHADOW_ON,PI_ON,PE_ON,2026&imwidth=3882"
CONNECT SERVICES,Pathfinder,2024,Exclusive,Servicios,Seguridad,Alerta de movimiento programado,,"https://ms-prd-nna.use.mediaserver.heliosnissan.net/iris/iris?vehicle=8_R53&resp=png&bkgnd=transparent&pov=E01&w=5781&h=5370&x=1719&y=1481&height=250&width=660&paint=YBK&fabric=G&brand=nisnna&sa=1_T,2_LJ,4_A,5_L,6_E,7_2,11_D,12_7,13_8,16_A,17_D,SHADOW_ON,PI_ON,PE_ON,2026&imwidth=3883"
CONNECT SERVICES,Pathfinder,2024,Exclusive,Servicios,Seguridad,Asistencia de Vehículo Robado,,"https://ms-prd-nna.use.mediaserver.heliosnissan.net/iris/iris?vehicle=8_R53&resp=png&bkgnd=transparent&pov=E01&w=5781&h=5370&x=1719&y=1481&height=250&width=660&paint=YBK&fabric=G&brand=nisnna&sa=1_T,2_LJ,4_A,5_L,6_E,7_2,11_D,12_7,13_8,16_A,17_D,SHADOW_ON,PI_ON,PE_ON,2026&imwidth=3884"
CONNECT SERVICES,Pathfinder,2024,Exclusive,Servicios,Seguridad,Alerta de Arrastre,,"https://ms-prd-nna.use.mediaserver.heliosnissan.net/iris/iris?vehicle=8_R53&resp=png&bkgnd=transparent&pov=E01&w=5781&h=5370&x=1719&y=1481&height=250&width=660&paint=YBK&fabric=G&brand=nisnna&sa=1_T,2_LJ,4_A,5_L,6_E,7_2,11_D,12_7,13_8,16_A,17_D,SHADOW_ON,PI_ON,PE_ON,2026&imwidth=3885"
CONNECT SERVICES,Pathfinder,2024,Exclusive,Servicios,Conveniencia,Arranque/ Apagado remoto de motor,,"https://ms-prd-nna.use.mediaserver.heliosnissan.net/iris/iris?vehicle=8_R53&resp=png&bkgnd=transparent&pov=E01&w=5781&h=5370&x=1719&y=1481&height=250&width=660&paint=YBK&fabric=G&brand=nisnna&sa=1_T,2_LJ,4_A,5_L,6_E,7_2,11_D,12_7,13_8,16_A,17_D,SHADOW_ON,PI_ON,PE_ON,2026&imwidth=3886"
CONNECT SERVICES,Pathfinder,2024,Exclusive,Servicios,Conveniencia,Luces destelladas y bocina remoto,,"https://ms-prd-nna.use.mediaserver.heliosnissan.net/iris/iris?vehicle=8_R53&resp=png&bkgnd=transparent&pov=E01&w=5781&h=5370&x=1719&y=1481&height=250&width=660&paint=YBK&fabric=G&brand=nisnna&sa=1_T,2_LJ,4_A,5_L,6_E,7_2,11_D,12_7,13_8,16_A,17_D,SHADOW_ON,PI_ON,PE_ON,2026&imwidth=3887"
CONNECT SERVICES,Pathfinder,2024,Exclusive,Servicios,Conveniencia,Localizar mi vehículo,,"https://ms-prd-nna.use.mediaserver.heliosnissan.net/iris/iris?vehicle=8_R53&resp=png&bkgnd=transparent&pov=E01&w=5781&h=5370&x=1719&y=1481&height=250&width=660&paint=YBK&fabric=G&brand=nisnna&sa=1_T,2_LJ,4_A,5_L,6_E,7_2,11_D,12_7,13_8,16_A,17_D,SHADOW_ON,PI_ON,PE_ON,2026&imwidth=3888"
CONNECT SERVICES,Pathfinder,2024,Exclusive,Servicios,Conveniencia,Estado remoto de mi vehículo,,"https://ms-prd-nna.use.mediaserver.heliosnissan.net/iris/iris?vehicle=8_R53&resp=png&bkgnd=transparent&pov=E01&w=5781&h=5370&x=1719&y=1481&height=250&width=660&paint=YBK&fabric=G&brand=nisnna&sa=1_T,2_LJ,4_A,5_L,6_E,7_2,11_D,12_7,13_8,16_A,17_D,SHADOW_ON,PI_ON,PE_ON,2026&imwidth=3889"
CONNECT SERVICES,Pathfinder,2024,Exclusive,Servicios,Conveniencia,Borrado remoto de datos,,"https://ms-prd-nna.use.mediaserver.heliosnissan.net/iris/iris?vehicle=8_R53&resp=png&bkgnd=transparent&pov=E01&w=5781&h=5370&x=1719&y=1481&height=250&width=660&paint=YBK&fabric=G&brand=nisnna&sa=1_T,2_LJ,4_A,5_L,6_E,7_2,11_D,12_7,13_8,16_A,17_D,SHADOW_ON,PI_ON,PE_ON,2026&imwidth=3890"
CONNECT SERVICES,Pathfinder,2024,Exclusive,Servicios,Conveniencia,Nissan Concierge,,"https://ms-prd-nna.use.mediaserver.heliosnissan.net/iris/iris?vehicle=8_R53&resp=png&bkgnd=transparent&pov=E01&w=5781&h=5370&x=1719&y=1481&height=250&width=660&paint=YBK&fabric=G&brand=nisnna&sa=1_T,2_LJ,4_A,5_L,6_E,7_2,11_D,12_7,13_8,16_A,17_D,SHADOW_ON,PI_ON,PE_ON,2026&imwidth=3891"
CONNECT SERVICES,Pathfinder,2024,Exclusive,Servicios,Conveniencia,Envío de destino al vehículo*,,"https://ms-prd-nna.use.mediaserver.heliosnissan.net/iris/iris?vehicle=8_R53&resp=png&bkgnd=transparent&pov=E01&w=5781&h=5370&x=1719&y=1481&height=250&width=660&paint=YBK&fabric=G&brand=nisnna&sa=1_T,2_LJ,4_A,5_L,6_E,7_2,11_D,12_7,13_8,16_A,17_D,SHADOW_ON,PI_ON,PE_ON,2026&imwidth=3892"
CONNECT SERVICES,Pathfinder,2024,Exclusive,Servicios,Conveniencia,Asistente de destino*,,"https://ms-prd-nna.use.mediaserver.heliosnissan.net/iris/iris?vehicle=8_R53&resp=png&bkgnd=transparent&pov=E01&w=5781&h=5370&x=1719&y=1481&height=250&width=660&paint=YBK&fabric=G&brand=nisnna&sa=1_T,2_LJ,4_A,5_L,6_E,7_2,11_D,12_7,13_8,16_A,17_D,SHADOW_ON,PI_ON,PE_ON,2026&imwidth=3893"
CONNECT SERVICES,Pathfinder,2024,Exclusive,Servicios,Conveniencia,Navegación puerta a puerta*,,"https://ms-prd-nna.use.mediaserver.heliosnissan.net/iris/iris?vehicle=8_R53&resp=png&bkgnd=transparent&pov=E01&w=5781&h=5370&x=1719&y=1481&height=250&width=660&paint=YBK&fabric=G&brand=nisnna&sa=1_T,2_LJ,4_A,5_L,6_E,7_2,11_D,12_7,13_8,16_A,17_D,SHADOW_ON,PI_ON,PE_ON,2026&imwidth=3894"
CONNECT SERVICES,Pathfinder,2024,Exclusive,Servicios,Conveniencia,Planificador de viaje*,,"https://ms-prd-nna.use.mediaserver.heliosnissan.net/iris/iris?vehicle=8_R53&resp=png&bkgnd=transparent&pov=E01&w=5781&h=5370&x=1719&y=1481&height=250&width=660&paint=YBK&fabric=G&brand=nisnna&sa=1_T,2_LJ,4_A,5_L,6_E,7_2,11_D,12_7,13_8,16_A,17_D,SHADOW_ON,PI_ON,PE_ON,2026&imwidth=3895"
CONNECT SERVICES,Pathfinder,2024,Exclusive,Servicios,Conveniencia,Control de clima remoto,,"https://ms-prd-nna.use.mediaserver.heliosnissan.net/iris/iris?vehicle=8_R53&resp=png&bkgnd=transparent&pov=E01&w=5781&h=5370&x=1719&y=1481&height=250&width=660&paint=YBK&fabric=G&brand=nisnna&sa=1_T,2_LJ,4_A,5_L,6_E,7_2,11_D,12_7,13_8,16_A,17_D,SHADOW_ON,PI_ON,PE_ON,2026&imwidth=3896"
CONNECT SERVICES,Pathfinder,2024,Exclusive,Servicios,Premium,Paquetes de seguridad + Conveniencia + Select,,"https://ms-prd-nna.use.mediaserver.heliosnissan.net/iris/iris?vehicle=8_R53&resp=png&bkgnd=transparent&pov=E01&w=5781&h=5370&x=1719&y=1481&height=250&width=660&paint=YBK&fabric=G&brand=nisnna&sa=1_T,2_LJ,4_A,5_L,6_E,7_2,11_D,12_7,13_8,16_A,17_D,SHADOW_ON,PI_ON,PE_ON,2026&imwidth=3897"
